symbol,name,reportDate,fiscalDateEnding,estimate,currency
MBXBF,MBXBF,2023-12-20,2023-09-30,,CAD
MC,Moelis & Co - Class A,2023-10-31,2023-09-30,0.02,USD
MCB,Metropolitan Bank Holding Corp,2023-10-18,2023-09-30,1.7,USD
MCBC,Macatawa Bank Corp,2023-10-25,2023-09-30,0.3,USD
MCBI,MCBI,2023-10-23,2023-09-30,0.22,USD
MCBK,MCBK,2023-10-26,2023-09-30,,USD
MCBS,MetroCity Bankshares Inc,2023-10-19,2023-09-30,0.49,USD
MCCHF,MCCHF,2023-11-10,2023-09-30,,CAD
MCCRF,MCCRF,2023-11-08,2023-09-30,,CAD
MCD,McDonald`s Corp,2023-10-25,2023-09-30,2.99,USD
MCEM,MCEM,2023-11-08,2023-09-30,,USD
MCET,MCET,2023-10-18,2023-08-31,0,USD
MCFT,MasterCraft Boat Holdings Inc,2023-11-07,2023-09-30,0.4,USD
MCHP,Microchip Technology Inc,2023-11-01,2023-09-30,1.61,USD
MCHX,Marchex Inc - Class B,2023-11-01,2023-09-30,-0.03,USD
MCIOF,MCIOF,2023-11-13,2023-09-30,,CAD
MCK,Mckesson Corporation,2023-10-30,2023-09-30,6.13,USD
MCLD,mCloud Technologies Corp,2023-11-13,2023-09-30,-0.4564,CAD
MCO,Moody`s Corp,2023-10-23,2023-09-30,2.35,USD
MCOM,Micromobility.com Inc - Class A,2023-11-09,2023-09-30,,USD
MCRAA,MCRAA,2023-11-20,2023-10-31,,USD
MCRB,Seres Therapeutics Inc,2023-10-31,2023-09-30,-0.5,USD
MCREF,MCREF,2023-10-25,2023-09-30,,CAD
MCRI,Monarch Casino & Resort Inc,2023-10-17,2023-09-30,1.45,USD
MCS,Marcus Corp,2023-11-01,2023-09-30,0.19,USD
MCUJF,MCUJF,2023-11-22,2023-09-30,,CAD
MCVT,Mill City Ventures III Ltd,2023-11-05,2023-09-30,,USD
MCW,Mister Car Wash Inc,2023-11-13,2023-09-30,0.07,USD
MCY,Mercury General Corp,2023-10-30,2023-09-30,0.24,USD
MD,Pediatrix Medical Group Inc,2023-11-01,2023-09-30,0.43,USD
MDALF,MDALF,2023-11-09,2023-09-30,,CAD
MDB,MongoDB Inc - Class A,2023-12-04,2023-10-31,0.51,USD
MDC,M.D.C. Holdings Inc,2023-10-25,2023-09-30,1.2,USD
MDGL,Madrigal Pharmaceuticals Inc,2023-11-01,2023-09-30,-4.94,USD
MDIA,MediaCo Holding Inc - Class A,2023-11-10,2023-09-30,,USD
MDIT,MDIT,2023-11-15,2023-09-30,0,USD
MDLM,MDLM,2023-11-13,2023-09-30,0,USD
MDLZ,Mondelez International Inc - Class A,2023-10-30,2023-09-30,0.78,USD
MDNA,Medicenna Therapeutics Corp,2023-11-02,2023-09-30,-0.05,CAD
MDPCF,MDPCF,2023-11-20,2023-08-31,,CAD
MDRR,Medalist Diversified REIT Inc,2023-11-07,2023-09-30,,USD
MDRX,Veradigm Inc,2023-09-25,2023-06-30,0.2042,USD
MDRX,Veradigm Inc,2023-11-01,2023-09-30,0.222,USD
MDSQF,MDSQF,2023-11-27,2023-09-30,,CAD
MDT,Medtronic Plc,2023-11-21,2023-10-31,1.18,USD
MDU,MDU Resources Group Inc,2023-11-01,2023-09-30,0.25,USD
MDV,Modiv Industrial Inc - Class C,2023-11-13,2023-09-30,-0.14,USD
MDVL,MedAvail Holdings Inc,2023-11-09,2023-09-30,-0.03,USD
MDWD,MediWound Ltd,2023-11-13,2023-09-30,-0.44,USD
MDWT,Midwest Holding Inc,2023-11-09,2023-09-30,0.49,USD
MDXG,Mimedx Group Inc,2023-10-31,2023-09-30,0.04,USD
MDXH,MDxHealth SA,2023-11-08,2023-09-30,-0.3028,USD
MDXHF,MDXHF,2023-11-27,2023-09-30,,CAD
ME,23andMe Holding Co - Class A,2023-11-07,2023-09-30,-0.1517,USD
MEC,Mayville Engineering Company Inc,2023-10-30,2023-09-30,0.22,USD
MECVF,MECVF,2023-11-13,2023-09-30,,CAD
MED,Medifast Inc,2023-11-01,2023-09-30,1.02,USD
MEDP,Medpace Holdings Inc,2023-10-23,2023-09-30,2.04,USD
MEDS,Trxade Health Inc,2023-11-06,2023-09-30,-0.15,USD
MEDVD,MEDVD,2023-11-13,2023-09-30,,USD
MEDVF,MEDVF,2023-11-13,2023-09-30,,CAD
MEEC,MEEC,2023-11-13,2023-09-30,0.01,USD
MEG,Montrose Environmental Group Inc,2023-11-06,2023-09-30,-0.23,USD
MEGEF,MEGEF,2023-11-06,2023-09-30,,CAD
MEI,Methode Electronics Inc,2023-12-07,2023-11-30,0.4433,USD
MEIP,MEI Pharma Inc,2023-09-26,2023-06-30,-2.41,USD
MEIP,MEI Pharma Inc,2023-11-13,2023-09-30,,USD
MELI,MercadoLibre Inc,2023-11-01,2023-09-30,5.9,USD
MENEF,MENEF,2023-11-27,2023-09-30,,CAD
MEOBF,MEOBF,2023-11-22,2023-09-30,-0.0288,USD
MEOH,Methanex Corp,2023-10-25,2023-09-30,-0.02,USD
MEQYF,MEQYF,2023-12-11,2023-09-30,,USD
MERC,Mercer International Inc,2023-11-02,2023-09-30,-0.0844,USD
MERR,MERR,2023-11-17,2023-09-30,0,USD
MESO,Mesoblast Ltd,2023-11-22,2023-09-30,-0.144,USD
MET,Metlife Inc,2023-10-31,2023-09-30,2.09,USD
META,Meta Platforms Inc - Class A,2023-10-24,2023-09-30,3.6,USD
METC,Ramaco Resources Inc - Class A,2023-11-06,2023-09-30,0.21,USD
METCV,METCV,2023-11-06,2023-09-30,,USD
METX,BTC Digital Ltd,2023-11-20,2023-09-30,0,CNY
MFA,MFA Financial Inc,2023-11-01,2023-09-30,0.37,USD
MFC,Manulife Financial Corp,2023-11-08,2023-09-30,0.62,USD
MFCO,MFCO,2023-11-29,2023-09-30,0,USD
MFCSF,MFCSF,2023-11-08,2023-09-30,0.18,USD
MFG,Mizuho Financial Group Inc,2023-11-16,2023-09-30,0.0751,JPY
MFIC,MidCap Financial Investment Corporation,2023-11-01,2023-09-30,0.44,USD
MFIN,Medallion Financial Corp,2023-10-25,2023-09-30,0.45,USD
MFMLF,MFMLF,2023-11-14,2023-09-30,,CAD
MFON,MFON,2023-11-13,2023-09-30,,USD
MG,Mistras Group Inc,2023-10-31,2023-09-30,0.16,USD
MGA,Magna International Inc,2023-11-02,2023-09-30,1.31,USD
MGAFF,MGAFF,2023-11-10,2023-09-30,,CAD
MGAM,Mobile Global Esports Inc,2023-11-29,2023-09-30,-0.06,USD
MGDDY,MGDDY,2023-10-24,2023-09-30,0,EUR
MGDPF,MGDPF,2023-11-07,2023-09-30,,CAD
MGEE,MGE Energy Inc,2023-11-01,2023-10-31,1.04,USD
MGI,MGI,2023-11-06,2023-09-30,0.16,USD
MGIC,Magic Software Enterprises Ltd,2023-11-13,2023-09-30,0.29,USD
MGLD,Marygold Companies Inc (The),2023-09-27,2023-06-30,,USD
MGLD,Marygold Companies Inc (The),2023-11-13,2023-09-30,,USD
MGM,MGM Resorts International,2023-10-31,2023-09-30,0.68,USD
MGMLF,MGMLF,2023-11-06,2023-09-30,-0.01,CAD
MGNI,Magnite Inc,2023-11-07,2023-09-30,0.08,USD
MGNX,Macrogenics Inc,2023-11-01,2023-09-30,-0.09,USD
MGPI,MGP Ingredients Inc,2023-11-01,2023-09-30,1.28,USD
MGRC,McGrath Rentcorp,2023-10-25,2023-09-30,1.25,USD
MGROF,MGROF,2023-11-29,2023-09-30,-0.01,CAD
MGRUF,MGRUF,2023-10-24,2023-09-30,,CAD
MGTA,Magenta Therapeutics Inc,2023-11-01,2023-09-30,-0.3,USD
MGTI,MGTI,2023-11-20,2023-09-30,,USD
MGTX,MeiraGTx Holdings plc,2023-11-08,2023-09-30,-0.55,USD
MGWFF,MGWFF,2023-11-28,2023-09-30,,CAD
MGY,Magnolia Oil & Gas Corp - Class A,2023-10-30,2023-09-30,0.53,USD
MGYOY,MGYOY,2023-11-10,2023-09-30,0.3248,HUF
MGYR,Magyar Bancorp Inc,2023-11-01,2023-09-30,,USD
MHCUF,MHCUF,2023-11-13,2023-09-30,,USD
MHGU,MHGU,2023-10-12,2023-09-30,0.4,USD
MHGVY,MHGVY,2023-11-08,2023-09-30,0.3033,EUR
MHH,Mastech Digital Inc,2023-10-31,2023-09-30,0.13,USD
MHIVF,MHIVF,2023-11-06,2023-09-30,,USD
MHK,Mohawk Industries Inc,2023-10-25,2023-09-30,2.68,USD
MHLD,Maiden Holdings Ltd,2023-11-07,2023-09-30,,USD
MHO,MI Homes Inc,2023-10-24,2023-09-30,4.27,USD
MHPC,MHPC,2023-11-14,2023-09-30,,USD
MHPSY,MHPSY,2023-09-25,2023-06-30,,USD
MHPSY,MHPSY,2023-11-15,2023-09-30,,USD
MHTX,MHTX,2023-11-06,2023-09-30,,USD
MICR,MICR,2023-11-13,2023-09-30,,USD
MICS,Singing Machine Co. Inc,2023-11-13,2023-09-30,,USD
MICT,MICT,2023-11-13,2023-09-30,,USD
MIDD,Middleby Corp,2023-11-07,2023-09-30,2.35,USD
MIELY,MIELY,2023-11-02,2023-09-30,0.3569,JPY
MIGI,Mawson Infrastructure Group Inc,2023-11-13,2023-09-30,,USD
MILFF,MILFF,2023-11-18,2023-08-31,,CAD
MIMNF,MIMNF,2023-11-06,2023-09-30,,USD
MIMO,Airspan Networks Holdings Inc,2023-11-07,2023-09-30,-0.27,USD
MIND,MIND Technology Inc,2023-12-11,2023-10-31,-0.02,USD
MINM,Minim Inc,2023-11-08,2023-09-30,,USD
MIR,Mirion Technologies Inc - Class A,2023-10-30,2023-09-30,0.05,USD
MIRM,Mirum Pharmaceuticals Inc,2023-11-07,2023-09-30,-1.23,USD
MIRO,Miromatrix Medical Inc,2023-11-13,2023-09-30,-0.21,USD
MIST,Milestone Pharmaceuticals Inc,2023-11-08,2023-09-30,-0.38,USD
MISVF,MISVF,2023-11-10,2023-09-30,0,CAD
MITEY,MITEY,2023-11-08,2023-09-30,0.2001,JPY
MITI,MITI,2023-10-04,2023-09-30,,USD
MITK,Mitek Systems Inc,2023-11-29,2023-09-30,0.258,USD
MITQ,Moving iMage Technologies Inc,2023-09-26,2023-06-30,,USD
MITSY,MITSY,2023-10-31,2023-09-30,14.55,JPY
MITT,AG Mortgage Investment Trust Inc,2023-11-02,2023-09-30,0.08,USD
MIXT,MiX Telematics Ltd,2023-11-02,2023-09-30,0.14,USD
MJDLF,MJDLF,2023-12-06,2023-10-31,,CAD
MJGCF,MJGCF,2023-11-27,2023-09-30,,USD
MJNA,MJNA,2023-11-16,2023-09-30,,USD
MJNE,MJNE,2023-11-15,2023-09-30,,USD
MKC,McCormick & Co. Inc (Non Voting),2023-10-03,2023-08-31,0.65,USD
MKDTY,MKDTY,2023-11-29,2023-09-30,0,USD
MKFG,Markforged Holding Corporation,2023-11-06,2023-09-30,-0.07,USD
MKKGY,MKKGY,2023-11-09,2023-09-30,0.4723,EUR
MKL,Markel Group Inc,2023-10-30,2023-09-30,19.52,USD
MKNGF,MKNGF,2023-11-27,2023-09-30,,USD
MKSEF,MKSEF,2023-11-27,2023-09-30,,CAD
MKSI,MKS Instruments Inc,2023-10-31,2023-09-30,1.02,USD
MKTAY,MKTAY,2023-11-01,2023-09-30,0.2546,JPY
MKTW,Marketwise Inc - Class A,2023-11-08,2023-09-30,0.03,USD
MKTX,MarketAxess Holdings Inc,2023-10-17,2023-09-30,1.64,USD
MKUL,Molekule Group Inc,2023-11-13,2023-09-30,-0.16,USD
ML,MoneyLion Inc - Class A,2023-11-08,2023-09-30,-1.16,USD
MLAB,Mesa Laboratories Inc,2023-11-06,2023-09-30,0.15,USD
MLCO,Melco Resorts & Entertainment Ltd,2023-10-31,2023-09-30,0.04,USD
MLCT,MLCT,2023-11-14,2023-09-30,,USD
MLFNF,MLFNF,2023-11-06,2023-09-30,,CAD
MLI,Mueller Industries Inc,2023-10-16,2023-09-30,1.02,USD
MLKN,MillerKnoll Inc,2023-09-26,2023-08-31,0.21,USD
MLKN,MillerKnoll Inc,2023-12-19,2023-11-30,0.514,USD
MLLGF,MLLGF,2023-10-18,2023-09-30,,CAD
MLM,Martin Marietta Materials Inc,2023-10-31,2023-09-30,6.04,USD
MLNK,MeridianLink Inc,2023-11-13,2023-09-30,0.04,USD
MLP,Maui Land & Pineapple Co. Inc,2023-10-31,2023-09-30,,USD
MLR,Miller Industries Inc,2023-11-07,2023-09-30,,USD
MLRT,MLRT,2023-11-17,2023-09-30,0,USD
MLSS,Milestone Scientific Inc,2023-11-13,2023-09-30,-0.02,USD
MLTX,MoonLake Immunotherapeutics - Class A,2023-11-14,2023-09-30,-0.23,USD
MLVF,MLVF,2023-11-30,2023-09-30,0.24,USD
MLYCF,MLYCF,2023-10-26,2023-09-30,,CAD
MLYS,Mineralys Therapeutics Inc,2023-11-29,2023-09-30,-0.76,USD
MMAT,Meta Materials Inc,2023-11-07,2023-09-30,-0.02,USD
MMC,Marsh & McLennan Cos. Inc,2023-10-19,2023-09-30,1.39,USD
MMI,Marcus & Millichap Inc,2023-11-02,2023-09-30,-0.04,USD
MMIRF,MMIRF,2023-11-27,2023-10-31,,USD
MMLP,Martin Midstream Partners LP,2023-10-31,2023-09-30,,USD
MMM,3M Company,2023-10-23,2023-09-30,2.36,USD
MMMB,MMMB,2023-12-11,2023-10-31,0.045,USD
MMMM,MMMM,2023-11-20,2023-09-30,,USD
MMNFF,MMNFF,2023-11-01,2023-09-30,-0.01,USD
MMP,Magellan Midstream Partners L.P.,2023-10-25,2023-09-30,1.24,USD
MMS,Maximus Inc,2023-11-20,2023-09-30,1.03,USD
MMSI,Merit Medical Systems Inc,2023-10-24,2023-09-30,0.65,USD
MMTMF,MMTMF,2023-11-27,2023-09-30,,USD
MMX,MMX,2023-11-13,2023-09-30,,USD
MMYT,MakeMyTrip Ltd,2023-10-30,2023-09-30,0.14,USD
MNARF,MNARF,2023-10-23,2023-09-30,,CAD
MNDJF,MNDJF,2023-11-07,2023-09-30,0.13,USD
MNDO,Mind C.T.I Ltd,2023-11-06,2023-09-30,,USD
MNDY,Monday.Com Ltd,2023-11-13,2023-09-30,0.2,USD
MNK,MNK,2023-12-18,2023-09-30,,USD
MNKA,MNKA,2023-11-13,2023-09-30,,USD
MNKD,Mannkind Corp,2023-11-06,2023-09-30,-0.02,USD
MNKTQ,MNKTQ,2023-12-18,2023-09-30,,USD
MNMB,MNMB,2023-10-26,2023-09-30,,USD
MNMD,Mind Medicine Inc,2023-11-08,2023-09-30,-0.67,USD
MNOV,Medicinova Inc,2023-11-08,2023-09-30,-0.08,USD
MNPR,Monopar Therapeutics Inc,2023-11-08,2023-09-30,-0.17,USD
MNRO,Monro Inc,2023-10-24,2023-09-30,0.4,USD
MNSB,MainStreet Bancshares Inc,2023-10-16,2023-09-30,0.78,USD
MNSO,MINISO Group Holding Ltd,2023-11-13,2023-09-30,0.25,CNY
MNST,Monster Beverage Corp,2023-11-01,2023-09-30,0.39,USD
MNTK,Montauk Renewables Inc,2023-11-07,2023-09-30,0.1,USD
MNTS,Momentus Inc - Class A,2023-11-06,2023-09-30,-7.09,USD
MNTUF,MNTUF,2023-11-15,2023-09-30,,CAD
MNTV,MNTV,2023-11-01,2023-09-30,-0.055,USD
MNTX,Manitex International Inc,2023-11-01,2023-09-30,0.05,USD
MO,Altria Group Inc,2023-10-26,2023-09-30,1.3,USD
MOBIF,MOBIF,2023-11-28,2023-09-30,,CAD
MOD,Modine Manufacturing Company,2023-10-31,2023-09-30,0.64,USD
MODD,Modular Medical Inc,2023-11-17,2023-09-30,-0.21,USD
MODG,Topgolf Callaway Brands Corp,2023-11-01,2023-09-30,0.13,USD
MODN,Model N Inc,2023-11-06,2023-09-30,0.29,USD
MODV,ModivCare Inc,2023-11-01,2023-09-30,1.11,USD
MODVF,MODVF,2023-11-08,2023-09-30,,CAD
MOFG,MidWestOne Financial Group Inc,2023-10-25,2023-09-30,0.58,USD
MOG-A,Moog Inc - Class A,2023-11-02,2023-09-30,1.71,USD
MOG-B,Moog Inc - Class B,2023-11-03,2023-09-30,1.67,USD
MOGO,Mogo Inc (Sub Voting),2023-11-08,2023-09-30,-0.15,CAD
MOH,Molina Healthcare Inc,2023-10-25,2023-09-30,4.87,USD
MOLN,Molecular Partners AG,2023-10-26,2023-09-30,0,CHF
MOMO,Hello Group Inc,2023-12-06,2023-09-30,0.34,CNY
MOMT,MOMT,2023-11-20,2023-09-30,0,USD
MOND,Mondee Holdings Inc - Class A,2023-11-09,2023-09-30,0.0233,USD
MONTF,MONTF,2023-11-27,2023-09-30,,CAD
MOR,Morphosys AG,2023-11-15,2023-09-30,-1.56,EUR
MORF,Morphic Holding Inc,2023-10-31,2023-09-30,-0.95,USD
MORN,Morningstar Inc,2023-10-24,2023-09-30,,USD
MOS,Mosaic Company,2023-11-06,2023-09-30,0.79,USD
MOTND,MOTND,2023-11-13,2023-09-30,,CAD
MOTNF,MOTNF,2023-11-13,2023-09-30,,USD
MOTS,Motus GI Holdings Inc,2023-11-13,2023-09-30,-0.48,USD
MOV,Movado Group Inc,2023-11-20,2023-10-31,0.8,USD
MP,MP Materials Corporation,2023-11-01,2023-09-30,0.01,USD
MPAA,Motorcar Parts of America Inc,2023-11-07,2023-09-30,0.17,USD
MPAD,MPAD,2023-10-09,2023-08-31,,USD
MPB,Mid Penn Bancorp Inc,2023-10-24,2023-09-30,0.63,USD
MPC,Marathon Petroleum Corp,2023-10-31,2023-09-30,7.39,USD
MPLN,MultiPlan Corp - Class A,2023-11-06,2023-09-30,-0.06,USD
MPLX,MPLX LP,2023-10-31,2023-09-30,0.93,USD
MPNGF,MPNGF,2023-11-23,2023-09-30,0.0996,CNY
MPTI,M-tron Industries Inc,2023-11-14,2023-09-30,0.24,USD
MPU,Mega Matrix Corp,2023-11-13,2023-09-30,,USD
MPVDF,MPVDF,2023-11-06,2023-09-30,0.0467,CAD
MPW,Medical Properties Trust Inc,2023-10-25,2023-09-30,0.19,USD
MPWR,Monolithic Power System Inc,2023-10-25,2023-09-30,3.07,USD
MPX,Marine Products Corp,2023-10-24,2023-09-30,0.36,USD
MQ,Marqeta Inc - Class A,2023-11-09,2023-09-30,-0.09,USD
MRAI,Marpai Inc Class A,2023-11-08,2023-09-30,-0.92,USD
MRAM,Everspin Technologies Inc,2023-11-07,2023-09-30,0.12,USD
MRBK,Meridian Corp,2023-10-30,2023-09-30,0.38,USD
MRC,MRC Global Inc,2023-11-07,2023-09-30,0.36,USD
MRCBF,MRCBF,2023-10-31,2023-09-30,,CAD
MRCC,Monroe Capital Corp,2023-11-06,2023-09-30,0.27,USD
MRCR,MRCR,2023-11-10,2023-09-30,0,USD
MRCY,Mercury Systems Inc,2023-10-30,2023-09-30,0.18,USD
MREO,Mereo Biopharma Group Plc,2023-11-17,2023-09-30,,GBP
MRETF,MRETF,2023-10-30,2023-09-30,,CAD
MRIN,Marin Software Inc,2023-11-01,2023-09-30,,USD
MRK,Merck & Co Inc,2023-10-26,2023-09-30,1.94,USD
MRKR,Marker Therapeutics Inc,2023-11-08,2023-09-30,,USD
MRMD,MRMD,2023-11-06,2023-09-30,,USD
MRNA,Moderna Inc,2023-11-01,2023-09-30,-1.58,USD
MRNS,Marinus Pharmaceuticals Inc,2023-11-06,2023-09-30,-0.66,USD
MRO,Marathon Oil Corporation,2023-10-31,2023-09-30,0.62,USD
MRSN,Mersana Therapeutics Inc,2023-11-06,2023-09-30,-0.36,USD
MRTN,Marten Transport Ltd,2023-10-16,2023-09-30,0.27,USD
MRTX,Mirati Therapeutics Inc,2023-11-06,2023-09-30,-2.83,USD
MRUS,Merus N.V,2023-11-01,2023-09-30,-0.75,USD
MRVFF,MRVFF,2023-11-13,2023-09-30,,USD
MRVI,Maravai LifeSciences Holdings Inc - Class A,2023-10-31,2023-09-30,0.01,USD
MRVL,Marvell Technology Inc,2023-11-28,2023-10-31,0.4,USD
MRZM,MRZM,2023-11-14,2023-09-30,,USD
MS,Morgan Stanley,2023-10-18,2023-09-30,1.44,USD
MSA,MSA Safety Inc,2023-10-24,2023-09-30,1.46,USD
MSADY,MSADY,2023-11-22,2023-09-30,0.255,JPY
MSB,Mesabi Trust,2023-12-11,2023-10-31,,USD
MSBHF,MSBHF,2023-11-08,2023-09-30,0,JPY
MSBI,Midland States Bancorp Inc,2023-10-18,2023-09-30,0.77,USD
MSC,Studio City International Holdings Ltd,2023-10-31,2023-09-30,,USD
MSCI,MSCI Inc,2023-10-23,2023-09-30,3.32,USD
MSEX,Middlesex Water Company,2023-10-26,2023-09-30,0.85,USD
MSFT,Microsoft Corporation,2023-10-23,2023-09-30,2.65,USD
MSGE,Madison Square Garden Entertainment Corp - Class A,2023-11-07,2023-09-30,-0.5267,USD
MSGM,Motorsport Games Inc - Class A,2023-11-16,2023-09-30,-1.72,USD
MSGS,Madison Square Garden Sports Corp - Class A,2023-10-25,2023-09-30,-1.51,USD
MSI,Motorola Solutions Inc,2023-11-01,2023-09-30,3.02,USD
MSM,MSC Industrial Direct Co. Inc - Class A,2023-10-18,2023-08-31,1.62,USD
MSN,Emerson Radio Corp,2023-11-13,2023-09-30,,USD
MSNVF,MSNVF,2023-11-28,2023-09-30,,USD
MSTR,Microstrategy Inc - Class A,2023-10-30,2023-09-30,0.74,USD
MSVB,MSVB,2023-10-23,2023-09-30,,USD
MSWV,MSWV,2023-11-01,2023-09-30,,USD
MT,ArcelorMittal,2023-11-09,2023-09-30,0.997,USD
MTA,Metalla Royalty and Streaming Ltd,2023-11-08,2023-08-31,-0.01,USD
MTAL,Metals Acquisition Ltd,2023-11-12,2023-09-30,0.26,USD
MTB,M & T Bank Corp,2023-10-18,2023-09-30,3.8,USD
MTBC,MTBC,2023-11-01,2023-09-30,,USD
MTBL,Moatable Inc,2023-11-05,2023-09-30,,USD
MTCH,Match Group Inc - New,2023-10-30,2023-09-30,0.54,USD
MTCR,MTCR,2023-11-13,2023-09-30,,USD
MTD,Mettler-Toledo International Inc,2023-11-01,2023-09-30,9.77,USD
MTDR,Matador Resources Company,2023-10-23,2023-09-30,1.57,USD
MTEM,Molecular Templates Inc,2023-11-08,2023-09-30,-1.39,USD
MTEX,Mannatech Inc,2023-11-06,2023-09-30,,USD
MTG,MGIC Investment Corp,2023-10-31,2023-09-30,0.55,USD
MTH,Meritage Homes Corp,2023-10-31,2023-09-30,5.15,USD
MTLRF,MTLRF,2023-11-10,2023-09-30,,CAD
MTLS,Materialise Nv,2023-10-25,2023-09-30,0.01,EUR
MTN,Vail Resorts Inc,2023-09-28,2023-07-31,-3.28,USD
MTN,Vail Resorts Inc,2023-12-06,2023-10-31,-3.65,USD
MTNB,Matinas Biopharma Holdings Inc,2023-10-31,2023-09-30,-0.03,USD
MTNOY,MTNOY,2023-10-26,2023-09-30,0,ZAR
MTR,Mesa Royalty Trust,2023-11-06,2023-09-30,,USD
MTRAF,MTRAF,2023-11-14,2023-09-30,,USD
MTRN,Materion Corp,2023-10-31,2023-09-30,1.42,USD
MTRX,Matrix Service Company,2023-11-06,2023-09-30,-0.09,USD
MTSI,MACOM Technology Solutions Holdings Inc,2023-11-01,2023-09-30,0.55,USD
MTST,MTST,2023-11-01,2023-08-31,0,USD
MTTCF,MTTCF,2023-11-22,2023-09-30,-0.002,USD
MTTR,Matterport Inc - Class A,2023-11-08,2023-09-30,-0.06,USD
MTW,Manitowoc Co. Inc,2023-11-06,2023-09-30,0.06,USD
MTX,Minerals Technologies Inc,2023-10-26,2023-09-30,1.33,USD
MTYFF,MTYFF,2023-10-05,2023-08-31,,CAD
MTZ,Mastec Inc,2023-11-01,2023-09-30,1.96,USD
MU,Micron Technology Inc,2023-09-27,2023-08-31,-1.18,USD
MU,Micron Technology Inc,2023-12-19,2023-11-30,-0.9955,USD
MUEL,MUEL,2023-10-26,2023-09-30,,USD
MUFG,Mitsubishi UFJ Financial Group Inc,2023-11-13,2023-09-30,0.179,JPY
MULG,MULG,2023-11-20,2023-09-30,,USD
MUNMF,MUNMF,2023-11-21,2023-09-30,,USD
MUR,Murphy Oil Corp,2023-11-01,2023-09-30,1.14,USD
MURGY,MURGY,2023-11-08,2023-09-30,0.8996,EUR
MUSA,Murphy USA Inc,2023-10-24,2023-09-30,5.89,USD
MUX,McEwen Mining Inc,2023-11-02,2023-09-30,-0.98,USD
MVBF,MVB Financial Corp,2023-10-30,2023-09-30,0.6,USD
MVIS,Microvision Inc,2023-10-25,2023-09-30,-0.12,USD
MVLY,MVLY,2023-10-30,2023-09-30,,USD
MVO,MV Oil Trust,2023-11-08,2023-09-30,,USD
MVST,Microvast Holdings Inc,2023-11-08,2023-09-30,-0.06,USD
MWA,Mueller Water Products Inc - Series A,2023-11-06,2023-09-30,0.1,USD
MX,MagnaChip Semiconductor Corp,2023-10-31,2023-09-30,-0.17,USD
MXC,Mexco Energy Corp,2023-11-07,2023-09-30,,USD
MXCT,MaxCyte Inc,2023-11-10,2023-09-30,-0.09,USD
MXGFF,MXGFF,2023-11-06,2023-09-30,,CAD
MXL,MaxLinear Inc,2023-10-23,2023-09-30,0.04,USD
MYCOF,MYCOF,2023-11-13,2023-09-30,,CAD
MYE,Myers Industries Inc,2023-10-25,2023-09-30,0.43,USD
MYFW,First Western Financial Inc,2023-10-18,2023-09-30,0.46,USD
MYGN,Myriad Genetics Inc,2023-10-30,2023-09-30,-0.08,USD
MYIDF,MYIDF,2023-11-15,2023-09-30,,CAD
MYMD,MyMD Pharmaceuticals Inc,2023-11-08,2023-09-30,,USD
MYNA,Mynaric AG,2023-11-29,2023-09-30,-1.69,EUR
MYNZ,Mainz Biomed N.V.,2023-11-01,2023-09-30,-0.44,USD
MYO,Myomo Inc,2023-11-08,2023-09-30,-0.09,USD
MYOV,MYOV,2023-10-24,2023-09-30,,USD
MYPS,PLAYSTUDIOS Inc - Class A,2023-11-08,2023-09-30,-0.0236,USD
MYRG,MYR Group Inc,2023-10-24,2023-09-30,1.42,USD
MYRX,MYRX,2023-11-09,2023-09-30,0,USD
MYTAY,MYTAY,2023-11-08,2023-09-30,0,HUF
MYTE,MYT Netherlands Parent BV,2023-11-06,2023-09-30,-0.06,EUR
NAAS,Naas Technology Inc,2023-11-10,2023-09-30,0,CNY
NABL,N-able Inc,2023-11-06,2023-09-30,0.08,USD
NABZY,NABZY,2023-11-09,2023-09-30,0,AUD
NACB,NACB,2023-10-25,2023-09-30,0,USD
NAII,Natural Alternatives International Inc,2023-11-07,2023-09-30,,USD
NAK,Northern Dynasty Minerals Ltd,2023-11-13,2023-09-30,,USD
NAMS,NewAmsterdam Pharma Company NV,2023-11-29,2023-09-30,-0.4931,EUR
NANX,NANX,2023-11-06,2023-09-30,,USD
NAOV,NanoVibronix Inc,2023-11-13,2023-09-30,,USD
NAPA,Duckhorn Portfolio Inc (The),2023-09-27,2023-07-31,0.13,USD
NAPA,Duckhorn Portfolio Inc (The),2023-12-05,2023-10-31,0.185,USD
NARI,Inari Medical Inc,2023-10-31,2023-09-30,-0.01,USD
NASB,NASB,2023-12-15,2023-09-30,0,USD
NAT,Nordic American Tankers Ltd,2023-11-28,2023-09-30,0.06,USD
NATH,Nathan`s Famous Inc,2023-11-01,2023-09-30,,USD
NATI,National Instruments Corp,2023-10-25,2023-09-30,0.56,USD
NATR,Nature`s Sunshine Products Inc,2023-11-01,2023-09-30,0.14,USD
NAUH,NAUH,2023-10-12,2023-08-31,0,USD
NAUT,Nautilus Biotechnology Inc,2023-10-31,2023-09-30,-0.17,USD
NAVB,Navidea Biopharmaceuticals Inc,2023-11-13,2023-09-30,,USD
NAVI,Navient Corp,2023-10-23,2023-09-30,0.73,USD
NB,NioCorp Developments Ltd,2023-09-28,2023-06-30,,USD
NB,NioCorp Developments Ltd,2023-11-13,2023-09-30,,USD
